Brand	Number	label across	label down	label width	label height	label padding left	label padding top	paper width	paper height	paper left margin	paper top margin
Avery	5160	3	10	2.625 in	1 in	0.125 in	0 in	8.5 in	11 in	0.19 in	0.5 in
